sample_id,t_evnt_start,t_evnt_end,sc_type,sc_location,phase_select,fault_target,fault_resistance,line_1_2_a_length,line_1_2_a_xline,line_1_2_a_rline,line_1_2_a_cline,line_1_2_a_xline0,line_1_2_a_rline0,line_1_2_a_cline0,line_1_2_b_length,line_1_2_b_xline,line_1_2_b_rline,line_1_2_b_cline,line_1_2_b_xline0,line_1_2_b_rline0,line_1_2_b_cline0,line_2_3_a_length,line_2_3_a_xline,line_2_3_a_rline,line_2_3_a_cline,line_2_3_a_xline0,line_2_3_a_rline0,line_2_3_a_cline0,line_2_3_b_length,line_2_3_b_xline,line_2_3_b_rline,line_2_3_b_cline,line_2_3_b_xline0,line_2_3_b_rline0,line_2_3_b_cline0,line_2_3_b_on,line_1_2_b_on,ext_grid_3_on,ext_grid_1_u_setp,ext_grid_1_phi_setp,ext_grid_1_short_circuit_power,ext_grid_3_pgini,ext_grid_3_qgini,ext_grid_3_short_circuit_power,load_3_plini,load_3_qlini,load_2_plini,load_2_qlini
10,0.321704860641385,0.735995883871088,0,87.343395667480834,2,Line_1_2_a,9.514951480652517,35.147160446233343,0.408228843691566,0.050000000000000,0.009326348625543,0.645749231187698,0.250306434497093,0.008577387279258,14.313190078690861,0.360664249608144,0.050000000000000,0.009125737550773,0.270565897320545,0.220976173114609,0.005360235809471,36.002554326899514,0.374801522852559,0.065497997849788,0.009518134377686,0.303300351431747,0.202667138020496,0.005199427456785,11.999810213661736,0.417022279311357,0.113021993844450,0.009762242433521,0.267571149975212,0.276156748282715,0.006697880339856,True,False,False,1.015642746112724,92.182544323606635,4290.388696208299734,-32.708715588160473,-2.985368827489566,2461.156742487434258,34.558224204653698,-3.496760635568332,49.760300425079379,12.913802075381540
11,0.308052571945438,0.438831648562399,2,71.292099857013966,0,Line_1_2_a,8.103370743666261,17.740599117433057,0.440313932185083,0.145818451325946,0.008777759520717,0.440751221127669,0.265808895630119,0.005742418037784,49.987139859820154,0.385275807412106,0.050000000000000,0.009053408806037,0.461135507895724,0.211341087410838,0.005009610686084,53.205414084786810,0.386211235028299,0.058504470332549,0.009887794396441,0.602245847201645,0.253283476437830,0.006655646637008,42.030369588092114,0.387875586889932,0.103593168104219,0.009081451728838,0.646213031428232,0.146761781699486,0.009465105144725,True,True,True,1.008565526565125,-69.083865100821242,1111.428389481391832,-8.241458587082477,-4.309677845576537,2221.465925393774796,38.197330863499722,-7.303718666245746,39.355811011976016,-2.568252235029838
12,0.392665803028799,0.530564315227840,2,66.553852187438096,2,Line_2_3_a,8.949223123953534,10.562775056553685,0.397660003145106,0.178316636732210,0.008596619115667,0.614925660358539,0.226335442025864,0.008224150869816,54.385605115160281,0.382408694993413,0.175675838772916,0.009944650016501,0.667110986571690,0.210629504483101,0.007405866873932,49.039604904760658,0.432063948437184,0.055984391876866,0.009079508053255,0.232878771145582,0.293808143608970,0.006961150671974,19.996106817059022,0.426963824151533,0.120139305594799,0.009445934371607,0.356687302013587,0.166150626781293,0.007732800351671,False,True,True,0.990407770995445,157.857941971055993,341.596315073830453,26.078450194239551,5.699209809505934,1252.663539149336884,20.525352676591641,-15.334385579000507,32.385066435117125,6.460965108209308
13,0.386603507835547,0.478237817506913,2,98.053948933971071,2,Line_1_2_b,8.262302093631151,29.452504773738170,0.416923991157939,0.110638628718704,0.008633567724754,0.620774322473242,0.210251167202036,0.005451370837060,35.396248719121573,0.367783691032129,0.132470752932732,0.009384758128822,0.270245330908812,0.240062435055202,0.008433610714220,10.082302789834220,0.399067697205199,0.185012899345402,0.008880228399568,0.418671399307925,0.263084445999090,0.006757536295289,31.210358884944647,0.423811774866656,0.050000000000000,0.009973285293754,0.556927231583119,0.210034062918138,0.006119979846533,True,True,False,0.962491162058738,-104.154212179632125,4997.184203346761933,-40.100505792357936,-9.308422834302718,1326.208539822510602,22.354153190482119,-9.364327658585957,23.721876833436028,-2.782797854356783
14,0.481954580578861,0.659487758865977,3,19.845702138150745,0,Line_2_3_a,1.999726904274195,44.174194449164446,0.436466960064208,0.135401243772309,0.009128043693225,0.571924569985127,0.111719119836358,0.009388956137953,52.678208621043837,0.368803738070847,0.076772472070911,0.009465864502630,0.197344069954003,0.122298584261837,0.007291426394478,32.483492780020605,0.364622820892962,0.159160955565776,0.008968885116426,0.431529023327222,0.188220770746135,0.008826546497843,16.832576946999513,0.387672650735406,0.107171805707384,0.009510453125305,0.642890741889205,0.228889411896056,0.006756859782478,True,False,True,1.025299945129600,-7.543116615654299,4722.767187863986692,-47.406659365936285,-1.669294894909608,3961.994227591308118,31.509110801681800,15.435582988988672,30.136125199816760,-2.697834185932848
15,0.371084761267775,0.689004952832668,2,30.569049524730897,0,Line_2_3_a,8.370282151432280,52.609502146556125,0.385654455820013,0.175579475638888,0.009593661219909,0.497213279797789,0.200118958342350,0.008912543812112,39.341983465895296,0.393151686258939,0.171173130462819,0.009548652455841,0.210641995973545,0.216214143512566,0.005343040381829,30.607153079624435,0.387888172631605,0.086624198516811,0.008855166678926,0.334243907235890,0.154137157179273,0.009783838456881,39.260340583925192,0.352377386308753,0.065442418099966,0.009683032755885,0.337670477181470,0.126681711129003,0.009771210985775,False,True,False,0.952224591830966,-81.073168152227936,1639.778111738379039,-24.754365951399119,-18.264502692916381,1681.715668586794209,24.250980303860977,2.172360327973127,36.450555425072160,-17.570542838437234
16,0.227576143142838,0.266681975912437,0,74.556601595765841,2,Line_1_2_a,3.607254316721829,55.323856002483694,0.415351818211358,0.050000000000000,0.009303810728446,0.620932998383598,0.162422123768308,0.006981589038461,32.425067232326803,0.426992906521608,0.050000000000000,0.008981536099348,0.693112934646301,0.165759290298013,0.006622646918042,36.179825617587525,0.445871606289353,0.192217396560265,0.009900912292136,0.457799087283356,0.257447835812845,0.006651780870006,27.096103543094483,0.417065969129117,0.064076614180937,0.009559372456431,0.472196382453325,0.257633630016808,0.006533920494401,False,False,False,1.049772666776318,-40.478813998702549,1919.049171013296473,38.377956728650318,10.470274085783297,875.408418869388925,41.220843264075370,-4.424721642650326,24.846914022248399,14.976557650707557
17,0.419586498275273,0.667518649565307,3,62.530811631390485,0,Line_2_3_a,7.410164282246909,12.987737264800357,0.386002782197190,0.083772372889057,0.009870592879367,0.187718631143096,0.132750049626509,0.008911618171035,16.118271162631434,0.394219400343338,0.091611694818025,0.009805022857181,0.485516353287747,0.101017634094911,0.007592054410644,26.286349272235448,0.365812171377551,0.051022583851443,0.008772541255651,0.188828978329601,0.229494545649385,0.008995818130472,39.714664081328593,0.430367415491316,0.143904464125560,0.009391469248008,0.314590100119765,0.269029955119806,0.006895031078924,False,True,True,0.954784938667811,-94.671806526178685,2292.718767576238861,-9.691205313225296,11.190720422853136,1339.433777578844911,24.188274641839840,-15.913716108852718,20.404548304641111,-2.771232558978088
18,0.461764829696459,0.473027671492491,0,56.476024208253030,0,Line_2_3_a,3.720851703030661,23.747058845825208,0.428300064646067,0.125180388056113,0.009034518191278,0.444309796437757,0.125410015687146,0.008814055845808,54.948826791351578,0.437772116064568,0.197648348891765,0.009283357227956,0.171203385436275,0.150548064309619,0.008145671128421,31.546854120247559,0.378971193224903,0.050000000000000,0.009810120769383,0.573740602966264,0.256282095647697,0.007601797581944,17.483494141970670,0.355659788709658,0.133625833759798,0.009274950415578,0.351928741636389,0.202168392118787,0.009740034116182,True,False,True,1.049883309861408,0.111511777827474,2562.674225183930503,1.294349080277257,-15.473466588653114,701.575430625080685,45.454047259568952,-1.291343778461346,33.424923634448547,-4.410643506992491
19,0.371073045437056,0.606539142589683,2,41.784105710417272,2,Line_2_3_a,9.027355006621081,42.501469045498709,0.443922880474131,0.097077274065590,0.009898426761128,0.503151317759408,0.232286312407364,0.009278432657162,40.525081959050681,0.376696295373198,0.127958269217493,0.008901801195611,0.447677196511952,0.117827076724746,0.005062027184605,41.004899637088450,0.386478791997980,0.172360606772345,0.009535573736702,0.624635411471848,0.171121207737594,0.008466093781111,26.244652097040031,0.430405907480974,0.141297820354175,0.009902129008203,0.457517370428930,0.235396888596263,0.005850178720915,True,False,True,1.028987313789456,-139.692056397622309,307.671054264075337,-28.723212733212449,10.110655849466724,2421.713095127746328,25.916050718725305,6.623991057852944,24.883260163565041,0.442233231607098
20,0.358093426452645,0.372685585931970,0,42.452827142790753,2,Line_1_2_a,5.241999671842478,23.695989329975415,0.387433680831796,0.162052119914065,0.008676165993042,0.345306149116875,0.175015562457257,0.007415089567909,57.287435266835459,0.355449888255837,0.050000000000000,0.009751918409138,0.299014804326795,0.143254199389059,0.007991909054349,13.877065033487764,0.441927833169477,0.061467021392950,0.009754767536098,0.613998675398536,0.252259119175627,0.008489358704686,33.533323741716075,0.370329620997756,0.129856261710942,0.009300441133792,0.236812825051616,0.274602007940920,0.008350464502228,False,True,False,1.038988535219665,-177.968076267117453,994.166524869420186,-44.033449690545758,14.062051043363532,1032.071872031340718,38.113369952311658,-2.912988033403657,47.538317384294814,12.649345644413138
21,0.273502283133828,0.274690181898802,1,68.682865756731132,1,Line_1_2_b,9.698226956777932,29.108288333408087,0.410777388652535,0.162911212639398,0.009216102033548,0.505061913527867,0.226232324143054,0.007714835516047,53.790410847903566,0.441685209066320,0.125167802749242,0.008845766139797,0.480091933412752,0.198711837959823,0.008208808017941,52.509641242377761,0.375854957877226,0.171201971719870,0.009680539303378,0.287734065948078,0.207976573078671,0.009565444798412,38.916534985349422,0.381405921015201,0.166028061142558,0.009458815207807,0.570676481718506,0.263463357745017,0.007400801531343,False,True,False,0.952669583274382,6.975241447151120,2142.787333414335990,40.247531562291435,-1.711972679818821,2166.396049901854894,26.811841892496616,-13.838104673058314,46.010615374908802,3.895457368562383
22,0.254631541184150,0.411859524035638,2,72.428364361669537,2,Line_1_2_a,3.059547603560260,20.599348598262040,0.404771410555507,0.093436443198181,0.009695635506225,0.155761771735887,0.202643682693187,0.009298606890412,53.474788826874033,0.390802803667317,0.081644169670191,0.008558696828612,0.522902883637591,0.222546313835315,0.006432371922048,25.937739535435867,0.437530633411673,0.050000000000000,0.008693948112539,0.592081535646620,0.297259707324596,0.009858844131983,23.843694736192514,0.428901906657752,0.178883164894978,0.008812893369147,0.304496758176699,0.259195928373051,0.009571656229364,False,False,False,0.986006844831967,161.342312562547420,3410.531825654254590,-28.137110803603981,-2.024419103805890,2761.239201907078950,33.659031091315207,-6.540695949686924,20.950408005462599,13.482537117123250
24,0.260914772186319,0.619469750107871,2,31.024243649151028,2,Line_1_2_a,5.690851017793777,14.655614462529655,0.359463996810725,0.103191908839120,0.009157526332643,0.453061606911047,0.197547608508258,0.005976823922201,32.494166512833054,0.425547751828072,0.160585326774438,0.009414172439816,0.367150961759565,0.124111087286237,0.006451573110359,57.039016005370073,0.393515267201365,0.197750565147519,0.009256998494912,0.506372045338098,0.105922458773335,0.007137889996722,48.356439021317755,0.362564332361127,0.050000000000000,0.009456251031788,0.576930677869524,0.119428374968274,0.008317265838975,False,False,True,0.995162776204342,60.244161004003445,1908.754976147959951,10.480237767334875,1.182299760704456,1098.273534475991255,21.644336524503501,16.194458982120302,39.628139733649377,17.204229261676815
25,0.447005939107645,0.701631768790787,2,17.113673693963616,1,Line_2_3_b,6.357581110538050,29.293856739053115,0.374065775742937,0.083661988610634,0.008508562179018,0.530614477385999,0.220753227739195,0.005399998581573,20.129186771117752,0.437924879817579,0.183778388735804,0.009930746652048,0.352885515907244,0.282024658977769,0.006158505038069,37.630701937265073,0.370516983364347,0.183707739703633,0.009707889253042,0.427902645065782,0.269055975630110,0.009684095580184,17.361454194112344,0.381154873796918,0.073793324568805,0.009470051771027,0.184465477799921,0.170443693558513,0.009421334346165,True,False,True,0.957383392545566,-17.652109707547424,3001.208438070200827,24.564882379639162,-10.426772365673701,195.684168806052838,35.193920598455868,11.008868311484438,22.447438834423007,0.340085452454744
26,0.214356937274618,0.351945864523325,3,85.049289714721510,1,Line_1_2_a,0.404980573343071,29.485351136180743,0.379450736239819,0.094406144632693,0.008739750580045,0.302666458467786,0.148831248260497,0.008321609645055,36.293040071375870,0.419645514696042,0.050000000000000,0.009173349847320,0.181730167238100,0.132331254200775,0.005100008216674,12.257194980813164,0.447901787223074,0.050000000000000,0.009226684799336,0.159350834167251,0.190337108301838,0.006797671927516,11.651284582786344,0.393633441869503,0.170737367755009,0.009047484937418,0.235220158319801,0.292166535535919,0.007984432505633,False,True,False,0.999395651914450,-34.001295190067822,2459.279233615752219,-32.650283943918794,-12.930520128239774,4524.461297919480785,21.869620363938999,-5.518866500710722,46.118954711181082,18.678386700427247
27,0.425279703469723,0.499121943091222,3,39.828414017078536,2,Line_2_3_a,9.649189200698260,45.107411778005961,0.374182049660479,0.108020150847585,0.009946830198261,0.613351810137656,0.221141926489718,0.009247936199485,40.597544186443031,0.399833428320006,0.050000000000000,0.009420974095219,0.558191638901758,0.252777104815207,0.007579564387390,44.593198027827455,0.379796237937402,0.124198749849153,0.009166141840244,0.597563535026887,0.134132194279918,0.006239005877853,33.712214913747992,0.429837465860696,0.149661236443023,0.009994774528518,0.331901369592695,0.221610105872756,0.008662433270838,False,False,True,0.994324432976145,146.128111703985212,3155.920934297728763,47.596230272369283,-13.371956970726089,3015.747446271054741,38.778328878193925,-15.652470094326238,31.570953924858834,11.752749981766735
28,0.362662385774477,0.667503135546015,2,8.250723477887323,1,Line_1_2_a,2.361610133456018,23.105856482602661,0.352860974296609,0.152817412070804,0.009913682140647,0.403369101350661,0.181067861879649,0.005047997012847,30.053728563426080,0.382158173910506,0.196487521348311,0.008597929430381,0.620203949599794,0.152704592575792,0.008977648206668,22.769872182580261,0.384312979994509,0.188275186485506,0.009359039546659,0.652312835827548,0.293284932957573,0.006107806926275,56.153329057873890,0.429591727752170,0.050000000000000,0.009130778170438,0.198224564848649,0.182966484473605,0.006409485222188,False,False,True,1.049832476654546,-95.665036018650881,3328.624534237368607,21.431680907761368,2.664162909722059,4876.445287363680109,49.611947363940871,8.017476240751513,39.734595526193161,0.278650601317963
29,0.256707726663410,0.493480110108919,0,35.422777020139442,2,Line_2_3_a,5.220962204213251,55.605586553168926,0.367347175617736,0.103283951262612,0.009042749937427,0.689158382631192,0.204712017900150,0.005901067341376,21.171967804539989,0.370023643067533,0.132908446115127,0.009338674939809,0.513672060750088,0.162113405180908,0.005609835501321,31.840188046787247,0.405800530556125,0.152121012985924,0.009050492610432,0.186601986587453,0.135664534274722,0.005521328866489,56.497025012158254,0.419658840483372,0.104203306094067,0.008977604943358,0.177530037520552,0.187101593149397,0.008864772773324,True,False,True,0.978395716181410,137.221526574466395,4759.338221581897415,-4.220783414796294,17.834647901852122,1531.006713013244735,46.463568913201513,-4.497786702026501,37.145965593622961,0.372911811287938
30,0.333171882695119,0.377169783438498,1,81.086350129471441,0,Line_2_3_a,6.527143635778415,14.109867574464737,0.447090898577871,0.080752807489797,0.009742656863223,0.584228633836611,0.158644088197199,0.006845603839083,45.990183456733043,0.415050212922024,0.099721230142089,0.009735764800534,0.695368314642541,0.116193625866631,0.007815755585401,55.310250891005730,0.446287220084281,0.149650764207386,0.008733769114514,0.372443959475445,0.297207906174699,0.008130176569114,11.290130872098022,0.436361660050397,0.140348547774626,0.009080747940743,0.292418576020595,0.196330478847998,0.006731259605418,True,True,False,1.001191981536347,144.121718183846383,3323.917549081486413,-12.050400905363020,-18.139947720646049,1316.702737836294318,34.213492468060963,3.749508778515846,29.888689035400034,3.334540561105641
31,0.372738758362609,0.406042965289420,0,13.564016632053432,1,Line_2_3_b,6.167969500580816,46.809313355789754,0.433124781337749,0.072912681390945,0.009249182219971,0.261149773490824,0.149684401926923,0.006887051378876,28.532698119784424,0.351645570815201,0.100213308968237,0.009432020711650,0.452584243950550,0.273494991085159,0.005252453428568,25.783880124800920,0.423690242465278,0.080817692163993,0.008871133182535,0.550570621625973,0.251478894319155,0.006598915319392,18.750236806368878,0.409467680845681,0.055120265177454,0.008657908493001,0.240392295359962,0.276586428509074,0.005523901726562,True,True,True,0.998169473328931,146.741985490165547,2499.618899585943836,13.381918025882086,-13.941907887333311,2267.430866166811938,35.302364887831807,-8.355655680850518,29.933897761943427,11.404080728898318
32,0.497036121828223,0.648399160999462,1,89.187136061663082,2,Line_2_3_a,9.417146052830880,51.218152941674482,0.389373981324558,0.050000000000000,0.009849038736643,0.596309061760331,0.247988900100560,0.009350107524754,16.486442930545657,0.392758442768750,0.075519460029154,0.009852068703554,0.506703060466200,0.237281856249535,0.006864396074454,18.011060420933447,0.410367221418669,0.193873988725239,0.009529963238881,0.276257659789510,0.152013064464495,0.007490235899876,54.940882273509978,0.354151741905624,0.050000000000000,0.009860005460963,0.334169096465164,0.240631002015765,0.006777784275357,False,False,True,1.023253956720726,-97.738260794589621,1949.584253416346428,-8.277740603194658,18.009253144769716,4667.323803503528325,33.328009232229270,-7.495019433511443,31.044851913084592,8.851794701909323
33,0.396815760459228,0.716148626584396,2,58.599602901661072,1,Line_1_2_a,1.244341016598132,45.528547935640617,0.397537449305565,0.084517170612361,0.008704097903337,0.420702397473731,0.216946434929643,0.008903047116973,19.478763591260154,0.406343844396787,0.050000000000000,0.009638827269164,0.439126304880258,0.257080094272301,0.005790567654594,41.850060347558966,0.433031016007957,0.102081225810758,0.009724633609800,0.250385294766820,0.255407751377092,0.007819201194143,19.088500799063361,0.354609352460419,0.164613118500428,0.009634510107178,0.675474763692766,0.139040997082493,0.005120565416923,True,False,False,0.956350919276030,-87.837660422190879,3538.873160670199468,31.107633349501057,4.154775384715386,165.314971503127197,27.834420774330074,19.384331601404348,26.213644257977609,15.942140545193922
34,0.252919513990240,0.412767205477482,2,94.183586015754244,0,Line_2_3_a,5.982670976440386,50.352592718616044,0.385851512353105,0.192434235912626,0.009460759833923,0.455418460836275,0.172084666568268,0.005901331440357,35.138601149067917,0.446376869066677,0.057671893984132,0.009095493059666,0.182732926250588,0.155823650181719,0.008542247130850,45.112682872801990,0.363131370173229,0.050000000000000,0.009040212944354,0.694928451359299,0.156642396931836,0.009284985149724,48.032855486376931,0.440747740668417,0.096318897943994,0.009986150268011,0.621496970405315,0.182281335482908,0.005149756090128,True,True,False,0.984283889332054,-159.808865172832782,3711.305406261531971,-33.063794267966728,18.080338765196927,4091.050303649404668,38.662535209929928,-17.507071553749810,49.772503875616437,14.317460506524505
35,0.234386984626453,0.556229898509903,2,67.849154084412319,0,Line_2_3_a,6.798756927720862,58.907471554393993,0.372321313016699,0.108010156112164,0.008602676226190,0.621669156272198,0.250095150399719,0.006662141920368,44.600967796492611,0.395036841764391,0.050000000000000,0.009844762140233,0.239732131280925,0.263985206701753,0.005793145326011,57.837228102343175,0.428870174385980,0.050000000000000,0.009298014401187,0.178379847596968,0.296979278030658,0.008708633072250,52.987822906822302,0.424359818171645,0.050000000000000,0.009626184862460,0.636392965484022,0.214643787266153,0.006887419741107,True,True,True,0.955879702199629,-140.483284646308761,1130.017635431649524,-35.542437488240651,5.891214868822892,4975.996882925617683,40.703469568099983,-18.889306784300487,23.866241325118025,-9.671237492050482
